"village","village_id","visited","source","longitude","latitude","treecover_tot_area","shrubland_tot_area","grassland_tot_area","builtup_tot_area","treecover_patch_area","shrubland_patch_area","grassland_patch_area","builtup_patch_area","landscape_patch_area","landscape_area_sd","bare_tot_area","bare_patch_area","water_tot_area","water_patch_area","cropland_tot_area","cropland_patch_area","wetland_tot_area","wetland_patch_area","treecover_percent","shrubland_percent","grassland_percent","builtup_percent","bare_percent","water_percent","cropland_percent","wetland_percent","num_buildings","state","LGA","SenDist","lassa_occ","travel_time","distance_to_road","build_area"
"Bitutu; Bitutum","10387558",FALSE,"GNS",8.490349,6.364202,362.203526439454,103.167565576284,765.759025643449,1.67344672033989,1.64637966563388,0.433477166286907,2.54404991908123,0.0727585530582559,1.26483710381549,10.718453012049,25.8492303045395,1.72328202030263,4.99485620081144,0.172236420717636,296.973082959809,0.800466530888974,39.3982024819106,0.579385330616333,0.226374524835949,0.0644789653634607,0.478593726772707,0.00104589182186923,0.0161555777357769,0.00312174817898023,0.185605980165219,0.0246235851260379,116,"Cross River","Yala","Cross River North",0.199202598346316,52.34,3449,11298.0926
"Adub","10387592",FALSE,"GNS",8.709019,6.479923,533.438749731898,142.107056774447,616.813772879796,26.9535352468957,1.68277208117318,0.281400112424647,1.62747697329762,0.28982295964404,0.896369152003696,10.2024772412264,0.00849465340274054,0.00849465340274054,NA,NA,280.697327040158,0.572851687837058,NA,NA,0.333395272781329,0.0888158593302045,0.385504045530803,0.0168457601562998,5.30909554248338e-06,NA,0.175433753105821,NA,819,"Cross River","Ogoja","Cross River North",0.144206497635524,95.78,2918,116841.1489
"Ogbanyim","10387551",FALSE,"GNS",8.385185,6.477881,333.245252989511,463.994958164494,228.089938516986,18.204042242073,1.03171904950313,1.61109360473783,0.456179877033973,0.0514238481414491,0.941741575236373,8.39908960417068,1.97075958943581,0.197075958943581,NA,NA,554.403554329861,2.53152307913179,0.110430494235627,0.0220860988471254,0.208275818131623,0.289993416721527,0.142554524411221,0.0113773917475419,0.00123171016585614,NA,0.346498120580178,6.9018242052284e-05,737,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,58.7,5879,53561.8482
"Ekoti","10387517",FALSE,"GNS",8.390474,6.713391,568.258334029731,437.168842718639,305.493220322758,2.25957780512898,1.96629181325166,0.954517123839823,0.695884328753435,0.0513540410256587,1.1291594469489,7.93817732515632,NA,NA,NA,NA,286.83896145034,1.53389818957401,NA,NA,0.355157255409968,0.273227292998365,0.19093100299433,0.00141221941430058,NA,NA,0.179272229183036,NA,284,"Cross River","Yala","Cross River North",0.199202598346316,114.74,4961,27256.483
"Ofofadim","10387570",FALSE,"GNS",8.443713,6.16219,750.740478427403,6.50690450649925,502.993911936476,2.17463127110158,13.9026014523593,0.122771783141495,2.5024572733158,0.362438545183596,1.79374320215986,20.3844636944889,6.15012906358415,0.0723544595715783,97.7649660121409,1.55182485733557,144.494054380617,0.543210730754198,89.1938607287757,0.543865004443754,0.469207245853596,0.00406676718554227,0.314367474357069,0.00135912845887575,0.00384378517275797,0.0611023805984412,0.0903077151776423,0.0557455031960755,64,"Cross River","Obubra","Cross River Central",0.217319291173103,73.01,20375,6704.7936
"Ogbodo","10387554",FALSE,"GNS",8.398736,6.437429,312.356900272172,512.618354241781,178.285785616718,12.3852046611957,0.926875074991609,1.82426460584264,0.363107506347695,0.0417010257952717,0.995036651944401,12.9570161629293,0.0764518806246649,0.00955648507808311,NA,NA,584.296239654105,3.01183628687683,NA,NA,0.195220752192656,0.320382679606702,0.111427297245641,0.00774066130094077,4.77818598823504e-05,NA,0.365180827794177,NA,641,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,46.89,6567,39502.5202
"Ndona","10387547",FALSE,"GNS",8.196866,6.606403,543.360504906299,429.047954065619,13.1157448538314,19.512218866095,1.74713988715852,0.837984285284412,0.116068538529481,0.0604093463346595,1.07817987623086,8.74066691753169,0.0764518806246649,0.0127419801041108,NA,NA,594.906061754128,2.71646603540698,NA,NA,0.33959629637495,0.268151797659751,0.00819724351759434,0.0121949924610843,4.77818598823504e-05,NA,0.371811888126739,NA,1124,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,40.88,24826,86777.0331
"Ntinub","10387590",FALSE,"GNS",8.68284,6.427187,663.993077878617,68.9765856302532,791.412878919725,5.47055679136491,3.07404202721582,0.169475640369172,4.16533094168276,0.147852886253106,1.44667173266419,17.0966406284289,0.00849465340274054,0.00849465340274054,NA,NA,70.1573424532341,0.275126833149938,NA,NA,0.414990762173756,0.0431098558049651,0.494627195311007,0.0034190575293593,5.30909554248338e-06,NA,0.0438478200853703,NA,281,"Cross River","Ogoja","Cross River North",0.144206497635524,89.36,2774,28858.2696
"Mebrukpa","10387536",FALSE,"GNS",8.456744,6.201747,1082.26981142956,24.9318077370435,452.985887354542,1.04484236853709,24.0504402539902,0.194779747945652,2.09715688590066,0.130605296067136,2.88812082369422,44.0517834072003,1.35064989103575,0.135064989103575,4.54463957046619,0.568079946308274,24.9403023904462,0.346393088756198,7.95099558496515,0.118671575895002,0.676410626685638,0.0155821954171887,0.283112828898469,0.000653018751725456,0.000844146191254858,0.00284036611522861,0.0155875045127312,0.00496931342776445,52,"Cross River","Ikom","Cross River Central",0.0689474895068552,130.06,17343,6176.8069
"Ndi","10387561",FALSE,"GNS",8.31849,6.358074,352.137362157206,366.875585810961,223.740675974783,60.6858039091784,1.21009402803164,0.938300730974325,0.374148287583249,0.172894028231278,0.856541186470341,9.80101499067952,0.339786136109622,0.0283155113424685,NA,NA,596.231227684956,2.66174655216498,0.00849465340274054,0.00849465340274054,0.220083246618106,0.229294527384315,0.13983626749347,0.0379281785555013,0.000212363821699335,NA,0.372640107031366,5.30909554248338e-06,1057,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,20.2,6,117722.5605
"Aja","10387532",FALSE,"GNS",8.3857,6.31646,236.762979641184,333.831384074301,490.804084303543,14.7212343469494,0.845582070147087,0.728889484878385,0.776588740986619,0.067528597921786,0.817170038981919,6.40493582606521,0.0169893068054811,0.00849465340274054,NA,NA,523.882264653815,1.42359311047232,NA,NA,0.147975110960097,0.208642145724054,0.306748922253605,0.0092006625751237,1.06181910849668e-05,NA,0.327422540296035,NA,627,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,38.15,5234,35587.1636
"Alebo","10387549",FALSE,"GNS",8.44653,6.492637,455.279443773282,204.330392949521,242.79418355713,29.2131130520247,4.46352395856159,0.514686128336325,0.447959748260388,0.268010211486465,1.18082578326686,14.0891214956202,0.0679572272219243,0.0226524090739748,NA,NA,668.333845767417,3.30858339488821,NA,NA,0.284546284694939,0.127704984178895,0.15174456879526,0.0182579795706004,4.24727643398671e-05,NA,0.417703709995965,NA,662,"Cross River","Yala","Cross River North",0.199202598346316,64.09,10,87019.9676
"Edor","10387586",FALSE,"GNS",8.607352,6.193548,1273.331555764,72.3404683777384,251.093459931608,2.41248156637831,16.118120959038,0.155237056604589,0.763202005871148,0.0778219860122037,1.74484071573239,41.4952374998917,0.00849465340274054,0.00849465340274054,NA,NA,0.832476033468573,0.0756796394062339,NA,NA,0.795822803627174,0.0452122576397885,0.156931555140266,0.00150778313406528,5.30909554248338e-06,NA,0.000520291363163372,NA,85,"Cross River","Ikom","Cross River Central",0.0689474895068552,99.18,2394,12015.6728
"Owakande","10387582",FALSE,"GNS",8.346352,6.03771,1121.25177589474,214.031287135451,176.595349589573,49.4558721107554,9.58334851192083,0.389856625019036,0.353190699179146,0.441570286703173,1.0929091095127,28.2121728963699,0.688066925621984,0.0764518806246649,NA,NA,37.9965846704584,0.214669969889596,NA,NA,0.700774066130094,0.133767971288411,0.110370787232687,0.0309095542483383,0.000430036738941154,NA,0.0237475843615282,NA,393,"Cross River","Obubra","Cross River Central",0.217319291173103,91.89,5320,71630.7275
"Ofunikpangha","10387580",FALSE,"GNS",8.396022,6.059051,1553.47673033298,19.4442616388731,24.3541713056571,0.348280789512362,258.91278838883,0.11573965261234,0.160224811221428,0.0435350986890453,4.61100558019192,83.3632091558682,NA,NA,NA,NA,2.39549225957283,0.184268635351756,NA,NA,0.970911465522734,0.0121525196967445,0.0152211769202999,0.000217672917241819,NA,NA,0.00149716494298031,NA,51,"Cross River","Obubra","Cross River Central",0.217319291173103,86.81,10408,4702.2953
"Oyina","10387546",FALSE,"GNS",8.301053,6.127177,320.324885163943,0.594625738191838,483.464703763575,5.53851401858683,3.44435360391337,0.0457404413993721,0.702710325237755,0.0692314252323354,1.21397491375311,17.6225534768236,0.00849465340274054,0.00849465340274054,NA,NA,757.323834814527,2.5328556348312,32.7638781743703,0.22752693176646,0.200200683811506,0.000371636687973837,0.302161863704899,0.00346153029369917,5.30909554248338e-06,NA,0.473321794899021,0.0204771815073584,365,"Ebonyi","Ikwo","Ebonyi Central",0.499390259928818,40.84,14005,31628.1319
"Ofafuk","10387533",FALSE,"GNS",8.495061,6.169707,1162.25546786977,123.045054538697,310.95528246072,2.31054572554543,9.60541708983278,0.266331286880296,1.26404586366146,0.12836365141919,1.85617045977563,35.4890083347432,0.0339786136109622,0.0339786136109622,NA,NA,1.41860711825767,0.101329079875548,NA,NA,0.726401070313661,0.0769022489328718,0.194344751428147,0.00144407398755548,2.12363821699335e-05,NA,0.000886618955594725,NA,60,"Cross River","Ikom","Cross River Central",0.0689474895068552,124.36,14654,6662.1155
"Okpechi","10387575",FALSE,"GNS",8.391962,6.062168,1548.74520838766,12.5550977292505,29.4169847336905,0.348280789512362,221.249315483951,0.102073965278459,0.183856154585566,0.0435350986890453,4.80486167065044,84.8373528787765,NA,NA,NA,NA,8.95336468648853,0.255810419613958,NA,NA,0.96795429930557,0.00784684321179044,0.01838539786362,0.000217672917241819,NA,NA,0.00559578670177748,NA,52,"Cross River","Obubra","Cross River Central",0.217319291173103,84.63,10414,4744.2565
"Onyen","10387579",FALSE,"GNS",8.479154,6.067101,857.339883978394,1.62247879992344,454.710301995298,22.2559919151802,16.1762242260074,0.0772608952344497,2.99151514470591,0.454203916636331,2.07256338902409,25.8709286919819,12.7929480245273,0.387665091652341,148.41008959928,14.841008959928,41.2585315771108,0.142270798541761,61.6287104368826,0.375784819737089,0.53583108581622,0.00101403724861433,0.284190575293593,0.0139098303213065,0.00799549788697997,0.0927552082227272,0.0257862770498418,0.0385174881607169,570,"Cross River","Obubra","Cross River Central",0.217319291173103,109.98,13860,79269.5996
"Obiagu Ibom","10387564",FALSE,"GNS",8.403667,6.268145,578.001701482675,64.9586145707569,574.6717973488,8.72400904461453,3.82782583763361,0.220947668608017,1.22270595180596,0.0585503962725808,1.11344393620501,16.171798459962,0.186882374860292,0.046720593715073,NA,NA,373.458942198085,1.01483408206001,0.0169893068054811,0.0169893068054811,0.361246787997197,0.0405986536133704,0.359165622544543,0.00545244112213043,0.000116800101934634,NA,0.233409076429739,1.06181910849668e-05,589,"Ebonyi","Abakaliki","Ebonyi North",0.67096125380458,45.15,9650,40995.0566
"Olosi","10387526",FALSE,"GNS",8.428443,6.461009,347.482292092505,114.465454601929,594.16702690809,0.874949300482276,2.59315143352615,0.49126804550184,1.28053238557778,0.0282241709832992,1.3675375524159,14.0575043995319,11.6716537753655,0.376504960495661,0.0424732670137027,0.0424732670137027,521.452793780631,2.09418792682984,9.86229260058177,0.365270096317843,0.217173862260825,0.0715400624349636,0.371349996814543,0.000546836840875788,0.00729469727537217,2.65454777124169e-05,0.325904138970885,0.00616385992482321,123,"Cross River","Yala","Cross River North",0.199202598346316,62.77,3983,7584.2744
"Abayong","10387543",FALSE,"GNS",8.480704,6.139064,910.60985546698,52.089214665605,510.324797823041,3.4997972019291,7.40333215826813,0.216137820189232,2.04129919129216,0.499971028847015,1.98022145584975,30.8734869986159,8.94487003308579,0.279527188533931,89.9074116146059,8.17340105587326,9.70938883933244,0.110333964083323,14.9336006820179,0.266671440750319,0.569124423963134,0.0325553738665081,0.318949223810232,0.00218734736350315,0.005590477606235,0.0561914672216441,0.00606829620505851,0.00933338996368579,101,"Cross River","Ikom","Cross River Central",0.0689474895068552,136.22,16750,13931.1426
"Onian","10387584",FALSE,"GNS",8.510532,6.009607,1562.37912709905,6.5578724269157,29.9266639378549,0.118925147638368,390.594781774763,0.0993617034381166,0.272060581253227,0.0237850295276735,8.29025355609636,112.42326039531,NA,NA,NA,NA,1.03634771513435,0.129543464391793,NA,NA,0.976475397651256,0.00409862175879717,0.018703943596169,7.43273375947674e-05,NA,NA,0.000647709656182973,NA,166,"Cross River","Obubra","Cross River Central",0.217319291173103,132.94,7069,15633.7666
"Ogurokpon","10387576",FALSE,"GNS",8.370558,6.108164,500.114224432947,5.86980550129371,511.887814049145,44.8092966994563,3.04947697824967,0.163050152813714,1.3760425108848,0.466763507286004,1.22795006625219,11.2572428255163,6.14163441018141,0.113733970558915,220.172921545632,11.0086460772816,246.66774550878,0.603099622270855,64.3554941791623,0.423391409073436,0.312567690968167,0.00366858501985602,0.319926097390049,0.0280054789865998,0.00383847607721549,0.137606447365627,0.154165516362632,0.0402217078298541,835,"Cross River","Obubra","Cross River Central",0.217319291173103,76.08,13489,117552.948
"Ojianya","10387525",FALSE,"GNS",8.160563,6.490503,286.516164621036,417.588666625322,10.7457365544668,19.3847990650539,0.729048764939022,0.861007560052211,0.0784360332442831,0.0814487355674534,1.06384237787673,20.4580914878865,0.450216630345249,0.0409287845768408,NA,NA,865.333352830373,3.60555563679322,NA,NA,0.179070483552422,0.260989827772941,0.00671600586124148,0.0121153560279471,0.000281382063751619,NA,0.540826944721697,NA,877,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,34.48,18942,76949.7243
"Okpura","10387541",FALSE,"GNS",8.350189,6.145195,316.31540875785,8.69852508440631,541.270820169225,3.36388274748525,1.41212236052611,0.131795834612217,0.88298665606725,0.115995956809836,1.31580504632121,16.4012663810418,NA,NA,NA,NA,729.104596210623,2.89327220718501,1.26570335700834,0.0395532299065106,0.197694790715454,0.00543651383550298,0.338290258871499,0.00210240183482342,NA,NA,0.455684979506891,0.000791055235830024,79,"Cross River","Obubra","Cross River Central",0.217319291173103,49.95,16584,9534.2322
"Itinta","10387534",FALSE,"GNS",8.473034,6.185793,1078.22635640986,79.4335039690268,417.61415058553,9.81132468016532,11.5938317893533,0.238539050958038,1.65719901026004,0.196226493603306,1.91848793324532,36.326608910884,0.0339786136109622,0.0339786136109622,NA,NA,14.6617717731302,0.149609916052349,0.237850295276735,0.0339786136109622,0.673883497207416,0.0496453524177621,0.261005755059568,0.00613200535156831,2.12363821699335e-05,NA,0.00916349890632632,0.000148654675189535,282,"Cross River","Ikom","Cross River Central",0.0689474895068552,131.47,17089,33605.9699
"Ejibafara","10387542",FALSE,"GNS",8.412435,6.140494,413.918976355338,NA,653.043469642485,10.2700359639133,4.26720594180761,NA,2.90241542063326,0.320938623872291,1.21674443827118,9.58056326202506,14.8486541479905,0.174690048799888,147.874926434907,2.95749852869815,247.772050451136,0.51511860800652,112.290823330827,0.325480647335731,0.258696298498588,NA,0.408147338019495,0.00641869651086241,0.00928029900826095,0.0924207352035507,0.154855698783155,0.0701809339760878,255,"Cross River","Obubra","Cross River Central",0.217319291173103,64.26,18883,27920.5361
"Oji Egbe","10387515",FALSE,"GNS",8.305757,6.624122,357.956199738084,484.093308115378,216.222907713358,6.92314252323354,1.06218456895574,1.35221594445636,0.43505615234076,0.0400181648741823,0.990723799583032,10.4171317015607,9.7433674529434,0.162389457549057,NA,NA,525.080010783601,2.76357900412422,NA,NA,0.223719977064707,0.302554736775043,0.135137717938372,0.00432691286712396,0.00608953258722844,NA,0.328171122767525,NA,595,"Ebonyi","Izzi","Ebonyi North",0.524153153045608,75.43,12813,43325.7607
"Ofurekpe","10387621",FALSE,"GNS",8.26693,6.042366,440.881006255637,0.509679204164432,326.559960761555,24.8043879360024,2.39609242530237,0.0463344731058575,0.463863580627208,0.387568561500037,1.15608304647876,11.6080315320418,3.87356195164969,0.121048810989053,26.6052544573834,26.6052544573834,651.471958762977,2.40395556739106,125.313126997228,1.07105236749768,0.27554736775043,0.000318545732549003,0.204097559939689,0.0155025589840515,0.00242094756737242,0.016628087239058,0.407165155344136,0.0783197774427149,654,"Ebonyi","Ikwo","Ebonyi Central",0.499390259928818,51.49,5283,73956.5016
"Ngom","10387556",FALSE,"GNS",8.469088,6.435647,319.458430516863,326.160712051626,588.951309718807,31.7190358058332,1.4135328783932,0.959296211916546,1.1826331520458,0.333884587429823,0.996275800950559,6.37590989167349,14.3474695972288,0.531387762860325,NA,NA,313.724539470014,0.841084556219876,5.6574391662252,0.120371046089898,0.199659156066173,0.203848032449192,0.368090212151458,0.0198241627556329,0.00896706237125443,NA,0.196075516574996,0.00353585763129393,482,"Cross River","Yala","Cross River North",0.199202598346316,47.18,5,55473.2788
"Ndi Anamacha","10387529",FALSE,"GNS",8.207558,6.245066,411.990690032916,442.087247038826,284.570888991808,24.0738477433667,1.09281350141357,1.17889932543687,0.437128861738569,0.092236964533972,0.820522531449537,5.25235202138176,0.441721976942508,0.0441721976942508,NA,NA,436.854540542738,1.58280630631427,NA,NA,0.257491133810444,0.276301259317463,0.177854700673193,0.0150459767673979,0.000276072968209136,NA,0.273030856463293,NA,1398,"Ebonyi","Abakaliki","Ebonyi North",0.67096125380458,22.5,8406,110912.2612
"Idda","10387572",FALSE,"GNS",8.361154,6.187346,635.807817888324,87.4269728210056,350.41294751645,17.4565127426318,3.74004598757838,0.272358170781949,0.544119483721196,0.0847403531195719,0.966195009859056,12.4296937845591,NA,NA,NA,NA,508.506941994854,1.66723587539296,0.407743363331546,0.0407743363331546,0.397375183163796,0.054641211323239,0.219005500222982,0.0109101913398034,NA,NA,0.31781307736414,0.000254836586039202,736,"Cross River","Obubra","Cross River Central",0.217319291173103,49.72,18666,62152.6486
"Ogo-Ubi","10564027",FALSE,"GNS",7.768515,5.650055,1515.34423120808,29.4849419609124,50.254369530613,4.81646847935389,101.022948747205,0.427317999433513,0.487906500297214,0.301029279959618,7.72956007887245,105.256137181916,NA,NA,NA,NA,0.118925147638368,0.0297312869095919,NA,NA,0.947078935632526,0.0184278706279598,0.0314086092293317,0.00301025717258808,NA,NA,7.43273375947673e-05,NA,137,"Abia","Ohafia","Abia North",0.149886798393483,107.92,24621,16263.1543
"Amachi","10564326",FALSE,"GNS",7.967853,5.399934,1570.77184466096,0.16139841465207,22.5533047842761,6.51539915990199,120.828603435459,0.0403496036630176,0.32685948962719,0.434359943993466,15.6864601600647,155.478282317558,0.0169893068054811,0.0169893068054811,NA,NA,NA,NA,NA,NA,0.98172078404723,0.000100872815307184,0.0140956486652934,0.00407207628108475,1.06181910849668e-05,NA,NA,NA,36,"Abia","Arochukwu","Abia North",0.129390796846801,163.89,20378,7202.901
"Ugwuato","10564323",FALSE,"GNS",7.88883,5.390317,989.0919582549,NA,179.874285803031,424.996004392512,3.70446426312697,NA,0.560356030539037,2.22510997064142,1.88459238672155,26.9421359538793,0.280323562290438,0.0215633509454183,NA,NA,2.31904037894817,0.0594625738191838,3.4573239349154,0.192073551939744,0.618175157680138,NA,0.112420098112086,0.265619359085986,0.000175200152901952,NA,0.00144938308309796,0.00216080188579074,6008,"Abia","Arochukwu","Abia North",0.129390796846801,137.25,22104,1059882.1764
"Okotama","10564054",FALSE,"GNS",7.782979,5.437074,1442.20526541048,0.00849465340274054,139.974898770359,2.42947087318379,53.4150098300179,0.00849465340274054,0.903063863034572,0.105629168399295,6.27458406402587,90.2678111276514,NA,NA,NA,NA,1.46957503867411,0.113044233744163,13.9312315804945,0.386978655013736,0.901367623011744,5.30909554248338e-06,0.0874832763490412,0.00151840132515025,NA,NA,0.000918473528849625,0.00870691668967275,34,"Akwa Ibom","Ini","Akwa Ibom North West",0.0417940641145606,160.34,28687,2833.025
"Ujari","10564325",FALSE,"GNS",7.906139,5.376352,1189.41287479833,0.0764518806246649,136.789403744331,271.523101365199,5.69097069281497,0.0254839602082216,0.512319864210977,1.89876294660978,2.46536045658952,42.879502711954,1.98774889624129,0.0946547093448232,NA,NA,0.220860988471254,0.0441721976942508,0.00849465340274054,0.00849465340274054,0.743374248762981,4.77818598823504e-05,0.0854923655206099,0.169699929919939,0.00124232835694111,NA,0.000138036484104568,5.30909554248338e-06,3267,"Abia","Arochukwu","Abia North",0.129390796846801,138.37,20664,609833.2703
"Akpayak","10564341",FALSE,"GNS",7.77966,5.338064,1250.76126167292,1.36763919784123,296.871147118976,48.6913533045088,12.2623653105188,0.0594625738191838,1.18748458847591,0.267534908266532,2.73040774117167,51.4313057518294,1.05333702193983,0.105333702193983,NA,NA,1.24021939680012,0.0729540821647129,0.0339786136109622,0.0169893068054811,0.781716536770796,0.000854764382339825,0.185542271018709,0.0304317356495147,0.00065832784726794,NA,0.000775127949202574,2.12363821699335e-05,947,"Akwa Ibom","Ini","Akwa Ibom North West",0.0417940641145606,174.75,18209,154852.7969
"Ikot-Udo Asan","10564376",FALSE,"GNS",7.715663,5.324022,1370.21307782226,11.8500414968231,148.50353078671,69.409812953793,18.2695077042968,0.21160788387184,0.684348068141521,0.216905665480603,2.38808796466656,52.2523024964537,0.00849465340274054,0.00849465340274054,NA,NA,0.0339786136109622,0.0339786136109622,NA,NA,0.856373038289197,0.00740618828176432,0.0928136082736945,0.0433806196776317,5.30909554248338e-06,NA,2.12363821699335e-05,NA,1673,"Akwa Ibom","Ini","Akwa Ibom North West",0.0417940641145606,173.85,15749,256429.7901
"Ikot-Ebiti","10564801",FALSE,"GNS",7.984265,5.255178,867.575941328697,NA,334.553429613533,0.696561579024724,10.4527221846831,NA,1.81822516094312,0.0696561579024724,2.45025870800398,35.0268272937349,5.3856102573375,0.0792001508431986,297.448783550363,148.724391775181,37.8946488296256,0.17625418060291,56.4639611680164,0.620483089758422,0.542228545944913,NA,0.209093418845166,0.000435345834483637,0.00336596657393446,0.185903289515598,0.0236838752150184,0.035289558070887,48,"Cross River","Odukpani","Cross River South",0.00759948791574802,177.43,9277,7020.1733
"Ugwuliere; Ugwufiere","10563991",FALSE,"GNS",7.857139,5.784621,1362.84821332208,30.9969902666002,138.275968089811,62.3082827091019,20.0418854900306,0.203927567543423,0.603825188165111,0.412637633835112,2.42794982750622,52.8240532743843,2.91366611714001,0.104059504183572,NA,NA,2.67581582186327,0.0863166394149442,NA,NA,0.851770052453864,0.0193728896345219,0.0864214572405445,0.0389422158041156,0.0018210197710718,NA,0.00167236509588227,NA,1593,"Ebonyi","Afikpo South","Ebonyi South",0.196652765852661,79.84,10634,216907.1376
"Umunnato","10563995",FALSE,"GNS",7.693079,5.754276,1356.73206287211,36.1022769616473,122.832688203628,73.9544525242591,21.5354295693985,0.250710256678106,0.797614858465118,0.913017932398261,3.12503698501289,59.4854223754989,0.186882374860292,0.0373764749720584,NA,NA,10.2105733900941,0.157085744462987,NA,NA,0.847947503663276,0.0225636560555544,0.0767695215443097,0.0462209857928603,0.000116800101934634,NA,0.00638153284206503,NA,1373,"Abia","Bende","Abia North",0.111227289022534,97.35,16633,190461.0547
"Mkpakpi","10564267",FALSE,"GNS",7.914972,5.433942,1349.52010213318,1.72441464075633,128.999806574018,119.740634365031,14.9946678014798,0.0718506100315137,0.589040212666748,0.843243903979089,3.34033180861503,60.827003931834,0.0169893068054811,0.00849465340274054,NA,NA,0.0169893068054811,0.00849465340274054,NA,NA,0.843440081547707,0.00107774639512413,0.0806239249081526,0.0748370107668458,1.06181910849668e-05,NA,1.06181910849668e-05,NA,2342,"Abia","Arochukwu","Abia North",0.129390796846801,130.9,25032,346464.433
"Ikot-Okpa-Itam","10564726",FALSE,"GNS",7.861055,5.280218,1476.86345129366,0.798497419857611,104.543699427528,17.6518897708948,39.9152284133423,0.0532331613238407,0.600825858778896,0.245165135706873,5.28059054893266,84.7322679221032,0.0849465340274054,0.0283155113424685,NA,NA,0.0339786136109622,0.0339786136109622,0.0424732670137027,0.0424732670137027,0.923028732825076,0.000499054980993438,0.065339038841343,0.0110323005372805,5.30909554248338e-05,NA,2.12363821699335e-05,2.65454777124169e-05,338,"Akwa Ibom","Ibiono Ibom","Akwa Ibom North East",0.0512683606912664,194.35,10198,44046.5426
"Ikot Akpa Ayara","10564866",FALSE,"GNS",7.764313,5.193604,1411.37816821194,30.0625783922988,71.4994976908671,86.6709486681617,21.3845177001809,0.2783572073361,0.441354924017698,0.207346767148712,2.09152802134196,50.9067387947369,0.407743363331546,0.037067578484686,NA,NA,NA,NA,NA,NA,0.882100915288072,0.0187888891248487,0.0446866571810826,0.054168701819958,0.000254836586039202,NA,NA,NA,1817,"Akwa Ibom","Ikono","Akwa Ibom North West",0.0402109592910448,193,3144,290426.5817
"Obuofia","10563987",FALSE,"GNS",7.774754,5.772285,1039.21890798447,154.339357674393,216.724092264119,127.377327774094,7.3703468651381,0.408305179032785,0.765809513300775,0.890750543874786,1.45060646992439,29.7388355652873,0.212366335068514,0.0424732670137027,NA,NA,62.138389641047,0.408805195006888,0.00849465340274054,0.00849465340274054,0.649504130476332,0.0964609569113806,0.135450954575379,0.0796098876595383,0.000132727388562085,NA,0.0388360338932659,5.30909554248338e-06,2520,"Abia","Ohafia","Abia North",0.149886798393483,86.97,11220,380083.2908
"Ogo Ubi","10564051",FALSE,"GNS",7.748238,5.5101,1376.15933520418,4.07743363331546,198.146285272326,12.1728383261272,25.0210788218941,0.119924518626925,1.53601771528935,0.486913533045088,5.31567752932424,77.8257199178958,NA,NA,NA,NA,3.59323838935925,0.102663953981693,5.86980550129371,0.255208934838857,0.860089405168935,0.00254836586039202,0.123839962623967,0.00760793391237869,NA,NA,0.00224574741447047,0.00366858501985602,345,"Akwa Ibom","Ini","Akwa Ibom North West",0.0417940641145606,131.13,36693,46254.9623
"Ameke","10564266",FALSE,"GNS",7.911675,5.438081,1349.36719837193,1.17226216957819,131.896483384352,117.549013787124,17.080597447746,0.0616980089251681,0.676392222483858,0.833680948844848,3.65301127015205,64.1317648739646,0.0169893068054811,0.00849465340274054,NA,NA,0.0169893068054811,0.00849465340274054,NA,NA,0.843344517827943,0.000732655184862707,0.0824343264881395,0.073467264116885,1.06181910849668e-05,NA,1.06181910849668e-05,NA,2302,"Abia","Arochukwu","Abia North",0.129390796846801,130.13,25320,340720.0481
"Ubila Ametiti","10564060",FALSE,"GNS",7.930874,5.408006,1445.15291014123,5.37711560393476,88.0725664796139,61.3653761813977,22.2331216944805,0.0840174313114807,0.425471335650309,0.487026795090458,3.43351703074377,66.5891487113211,0.0339786136109622,0.0169893068054811,NA,NA,0.0169893068054811,0.00849465340274054,NA,NA,0.903209879164985,0.00336065747839198,0.0550447025844677,0.0383529061989,2.12363821699335e-05,NA,1.06181910849668e-05,NA,1011,"Abia","Arochukwu","Abia North",0.129390796846801,137.66,23961,173706.186
"Ogo-Ubi","10564025",FALSE,"GNS",7.704564,5.650338,1552.15156440215,5.12227600185255,38.5062638746229,0.135914454443849,388.037891100539,0.0742358840848195,0.68761185490398,0.0679572272219243,10.3227028150103,124.636228086048,NA,NA,NA,NA,3.51678650873458,0.206869794631446,0.586131084789097,0.0837330121127282,0.970083246618106,0.00320138461211748,0.0240661300940772,8.49455286797341e-05,NA,NA,0.00219796555458812,0.000366327592431353,14,"Abia","Arochukwu","Abia North",0.129390796846801,113.83,26627,621.8222
"Mbiabong Ikon No. 1","10564433",FALSE,"GNS",7.757852,5.310788,1490.95608128881,0.603120391594578,84.207499181367,23.9124493287146,40.296110305103,0.0430800279710413,0.358329783750498,0.161570603572396,3.64469005996947,71.0918126532561,0.339786136109622,0.0679572272219243,NA,NA,NA,NA,NA,NA,0.931836522330056,0.00037694578351632,0.0526290641126378,0.0149451039520907,0.000212363821699335,NA,NA,NA,648,"Akwa Ibom","Ikono","Akwa Ibom North West",0.0402109592910448,178.7,15281,97151.9154
